Edad;IngAnual;TipVivienda;AntLaboral;DestPrestamo;CalifPrestamo;MontoPrest;TasaInteres;Default;PorcPrestamo;DefaultHistorico;MesesHistorial
39;30000;HIPOTECA;14;GastosMedicos;D;7200;14.96;1;0.24;Y;11
36;21996;ALQUILER;3;Personal;D;2400;14.11;0;0.11;N;11
37;24500;ALQUILER;0;Personal;B;2400;11.71;0;0.1;N;11
39;32280;ALQUILER;22;Personal;B;2400;8.88;0;0.07;N;17
47;30000;PROPIO;1;Educacion;C;8000;;0;0.27;N;17
40;35000;ALQUILER;17;Educacion;A;2400;;0;0.07;N;16
36;32000;ALQUILER;2;GastosMedicos;E;2400;18.79;1;0.07;N;14
36;38568;ALQUILER;7;Personal;E;2400;18.39;0;0.06;Y;12
37;45000;ALQUILER;2;Empresa;B;2400;9.91;0;0.05;N;16
36;57110;ALQUILER;5;Educacion;B;2400;10;0;0.04;N;15
36;60000;ALQUILER;2;Personal;A;2400;5.79;0;0.04;N;17
37;100000;ALQUILER;0;PagoDeudas;B;2400;9.99;0;0.02;N;16
38;30000;HIPOTECA;8;Personal;C;10000;11.22;0;0.33;Y;17
44;30160;HIPOTECA;4;Personal;C;7500;;0;0.25;N;16
37;30480;PROPIO;1;GastosMedicos;B;1200;11.99;0;0.04;N;15
44;100000;ALQUILER;5;Educacion;A;13500;8.9;0;0.14;N;17
39;201000;ALQUILER;6;Empresa;B;13500;11.49;0;0.07;N;14
36;33481;ALQUILER;9;GastosMedicos;E;13475;15.68;1;0.4;Y;15
39;62692;ALQUILER;9;Empresa;B;13200;9.88;0;0.21;N;11
42;31000;HIPOTECA;5;Empresa;B;7200;11.99;0;0.23;N;17
40;63000;ALQUILER;2;MejorasCasa;B;13050;11.48;0;0.21;N;15
42;36000;ALQUILER;8;GastosMedicos;C;13000;12.73;1;0.36;Y;16
42;38400;ALQUILER;4;GastosMedicos;B;13000;;1;0.34;N;11
38;31200;HIPOTECA;6;Empresa;C;5850;13.49;0;0.19;Y;11
37;31200;HIPOTECA;5;Educacion;B;3000;9.99;0;0.1;N;16
45;22178;ALQUILER;3;Empresa;A;2500;5.99;0;0.11;N;11
42;26568;ALQUILER;6;Personal;B;2500;10.37;0;0.09;N;14
36;31000;ALQUILER;2;Educacion;A;2500;8.9;0;0.08;N;13
42;32004;ALQUILER;1;PagoDeudas;A;2500;7.49;1;0.08;N;17
36;36000;ALQUILER;3;Educacion;B;2500;9.76;0;0.07;N;15
36;32000;HIPOTECA;7;Educacion;B;5300;10.65;0;0.17;N;13
41;32000;HIPOTECA;2;Personal;C;6000;;0;0.19;N;12
47;48000;ALQUILER;14;GastosMedicos;C;2500;14.65;0;0.05;Y;17
37;48000;ALQUILER;0;Personal;B;2500;9.62;0;0.05;N;12
36;32000;HIPOTECA;6;PagoDeudas;B;12000;10.37;0;0.38;N;11
36;32000;HIPOTECA;9;Educacion;B;5000;8.88;0;0.16;N;13
39;59000;ALQUILER;0;Personal;F;2500;18.78;1;0.04;N;13
36;60072;ALQUILER;14;MejorasCasa;B;2500;11.49;1;0.04;N;16
39;68000;ALQUILER;0;MejorasCasa;A;2500;7.88;0;0.04;N;12
47;72000;ALQUILER;5;Empresa;D;2500;15.05;0;0.03;N;11
38;80000;ALQUILER;9;Personal;B;2500;10.99;0;0.03;N;13
44;117300;ALQUILER;3;GastosMedicos;A;2500;7.29;1;0.02;N;11
40;24000;ALQUILER;2;GastosMedicos;A;2800;7.88;0;0.12;N;14
41;19200;ALQUILER;2;GastosMedicos;D;2950;16.49;1;0.15;Y;12
36;10800;ALQUILER;0;Empresa;E;3000;16.77;1;0.28;N;11
48;32304;HIPOTECA;22;GastosMedicos;B;15000;9.63;0;0.46;N;17
37;14400;ALQUILER;4;Empresa;C;3000;13.61;1;0.21;N;17
37;32400;PROPIO;0;MejorasCasa;D;8000;15.99;0;0.25;N;11
37;17520;ALQUILER;1;Empresa;A;3000;;1;0.17;N;16
36;32400;HIPOTECA;20;Personal;D;6600;13.24;0;0.2;Y;11
38;18000;ALQUILER;4;Educacion;C;3000;13.23;1;0.17;Y;14
36;32642;HIPOTECA;18;PagoDeudas;B;8500;11.49;0;0.26;N;12
41;21000;ALQUILER;0;GastosMedicos;B;3000;;0;0.14;N;15
40;21600;ALQUILER;2;MejorasCasa;D;3000;14.09;1;0.14;Y;13
37;21600;ALQUILER;7;GastosMedicos;B;3000;12.18;0;0.14;N;16
47;30000;ALQUILER;6;Personal;C;3000;12.23;0;0.1;Y;16
36;30000;ALQUILER;14;GastosMedicos;B;3000;10.38;0;0.1;N;11
37;30000;ALQUILER;6;GastosMedicos;C;3000;11.03;0;0.1;N;13
36;31200;ALQUILER;9;Personal;B;3000;12.42;0;0.1;N;12
42;32000;ALQUILER;7;GastosMedicos;A;3000;6.99;0;0.09;N;12
47;30000;ALQUILER;2;MejorasCasa;C;3000;12.99;1;0.1;N;11
38;30132;ALQUILER;;Educacion;C;3000;13.85;1;0.1;N;14
41;37000;ALQUILER;2;GastosMedicos;B;3000;;0;0.08;N;16
40;33000;HIPOTECA;2;GastosMedicos;B;1000;;0;0.03;N;16
39;38500;ALQUILER;0;GastosMedicos;B;3000;;0;0.08;N;16
37;40000;ALQUILER;1;Empresa;B;3000;11.71;0;0.07;N;15
41;33240;PROPIO;;GastosMedicos;A;1000;7.29;0;0.03;N;17
42;38000;ALQUILER;3;GastosMedicos;E;3000;17.56;1;0.08;N;15
43;46000;ALQUILER;5;Empresa;B;3000;11.71;0;0.07;N;17
38;47000;ALQUILER;2;Empresa;A;3000;;0;0.06;N;11
36;33600;PROPIO;;Empresa;E;15000;18.39;0;0.45;N;16
36;33600;PROPIO;;Personal;A;3000;8.49;0;0.09;N;14
39;47004;ALQUILER;12;GastosMedicos;B;3000;11.49;0;0.06;N;13
47;33600;HIPOTECA;12;Personal;A;10000;5.42;0;0.3;N;12
37;48000;ALQUILER;8;Educacion;A;3000;6.99;0;0.06;N;14
38;49000;ALQUILER;4;PagoDeudas;A;3000;7.51;0;0.06;N;13
36;50000;ALQUILER;3;Empresa;B;3000;11.26;0;0.06;N;11
37;50000;ALQUILER;1;Empresa;B;3000;11.58;0;0.06;N;14
42;33600;HIPOTECA;11;Empresa;C;5000;;0;0.15;N;11
36;48686;ALQUILER;21;Empresa;D;12000;13.99;0;0.25;N;11
47;33888;HIPOTECA;5;Personal;A;7000;7.49;0;0.21;N;13
39;50000;ALQUILER;8;Personal;B;12000;11.71;0;0.24;N;15
36;34000;HIPOTECA;2;Empresa;B;5000;10.65;0;0.15;N;11
45;50400;ALQUILER;2;MejorasCasa;C;12000;12.87;0;0.24;Y;13
40;51500;ALQUILER;1;Empresa;B;12000;12.53;0;0.23;N;15
47;52000;ALQUILER;5;Educacion;B;12000;11.99;0;0.23;N;14
40;53000;ALQUILER;2;MejorasCasa;A;12000;7.88;0;0.23;N;11
38;34000;PROPIO;;MejorasCasa;C;11000;13.98;0;0.32;Y;17
40;54000;ALQUILER;7;Personal;B;12000;10.62;0;0.22;N;14
45;55000;ALQUILER;17;Empresa;B;12000;9.91;0;0.22;N;12
43;34000;HIPOTECA;4;MejorasCasa;A;9800;;0;0.29;N;17
39;49000;ALQUILER;2;PagoDeudas;D;12000;14.59;1;0.24;N;14
41;55000;ALQUILER;9;PagoDeudas;B;12000;12.53;0;0.22;N;15
39;34000;HIPOTECA;1;Empresa;B;5200;9.76;0;0.15;N;16
37;55200;ALQUILER;9;GastosMedicos;B;12000;11.71;0;0.22;N;15
46;56500;ALQUILER;4;MejorasCasa;B;12000;10.37;0;0.21;N;14
40;34560;HIPOTECA;3;GastosMedicos;B;10000;;0;0.29;N;12
40;53000;ALQUILER;2;GastosMedicos;A;3000;9.32;0;0.06;N;15
43;54000;ALQUILER;0;PagoDeudas;A;3000;8.94;0;0.06;N;14
37;49000;ALQUILER;2;PagoDeudas;C;3000;;1;0.06;Y;14
38;34800;HIPOTECA;2;Personal;A;6250;7.49;0;0.18;N;16
37;55000;ALQUILER;4;Personal;B;3000;;0;0.05;N;14
39;55000;ALQUILER;0;GastosMedicos;B;3000;10.2;0;0.05;N;15
40;57000;ALQUILER;1;Educacion;B;3000;10;0;0.05;N;14
42;58752;ALQUILER;8;GastosMedicos;B;3000;10.01;0;0.05;N;16
40;54000;ALQUILER;5;Educacion;D;3000;16.89;1;0.06;N;15
36;35000;HIPOTECA;5;PagoDeudas;A;12000;8.9;0;0.34;N;17
37;60000;ALQUILER;0;PagoDeudas;C;3000;12.53;0;0.05;Y;11
40;35000;HIPOTECA;6;Empresa;B;5600;10.65;0;0.16;N;13
36;62000;ALQUILER;13;Educacion;A;3000;8.9;0;0.05;N;12
40;64200;ALQUILER;2;Educacion;A;3000;7.74;0;0.05;N;13
37;64680;ALQUILER;10;PagoDeudas;B;3000;12.53;0;0.05;N;14
50;65000;ALQUILER;0;Empresa;B;3000;10.99;0;0.05;N;14
36;35000;HIPOTECA;4;MejorasCasa;D;7500;16.29;0;0.21;N;16
37;35000;PROPIO;;GastosMedicos;A;16000;8.9;0;0.46;N;11
38;35000;HIPOTECA;6;Empresa;A;4800;7.51;0;0.14;N;14
40;69996;ALQUILER;6;GastosMedicos;B;3000;10.75;0;0.04;N;15
36;29000;HIPOTECA;5;Educacion;A;4000;8.49;1;0.14;N;13
40;74500;ALQUILER;2;GastosMedicos;C;3000;14.27;0;0.04;N;15
44;79272;ALQUILER;0;MejorasCasa;A;3000;5.79;0;0.04;N;11
41;85000;ALQUILER;5;Personal;C;3000;13.49;0;0.04;N;17
37;88000;ALQUILER;11;Personal;A;3000;7.4;0;0.03;N;15
39;94000;ALQUILER;1;Educacion;B;3000;10.99;0;0.03;N;16
39;97000;ALQUILER;15;Personal;B;3000;9.25;0;0.03;N;17
38;35000;HIPOTECA;7;PagoDeudas;A;13075;7.29;0;0.37;N;16
40;35000;HIPOTECA;3;Educacion;B;4000;10.37;0;0.11;N;17
41;35000;HIPOTECA;18;PagoDeudas;C;1500;13.06;0;0.04;N;12
39;360000;ALQUILER;1;Personal;B;3000;11.48;0;0.01;N;12
47;65000;ALQUILER;1;PagoDeudas;C;3100;13.49;0;0.05;Y;12
36;50000;ALQUILER;4;MejorasCasa;C;3125;13.47;0;0.06;Y;14
36;53000;ALQUILER;5;MejorasCasa;C;3150;15.27;0;0.06;N;12
41;35000;HIPOTECA;13;Personal;B;1500;10.38;0;0.04;N;16
36;35000;HIPOTECA;2;MejorasCasa;A;7500;;0;0.21;N;13
37;33888;ALQUILER;7;Educacion;D;3200;12.86;0;0.09;Y;16
41;42000;ALQUILER;1;Empresa;B;3200;12.18;0;0.08;N;16
47;35000;PROPIO;9;Personal;B;2500;;0;0.07;N;12
37;63000;ALQUILER;1;PagoDeudas;C;3200;;0;0.05;N;11
36;88000;ALQUILER;4;GastosMedicos;B;3200;10.99;0;0.04;N;13
45;35000;OTRO;6;Personal;B;4800;;0;0.14;N;12
42;35000;PROPIO;12;Personal;A;2000;7.37;0;0.06;N;14
49;23004;ALQUILER;6;Personal;D;3250;15.21;0;0.14;N;12
39;28800;ALQUILER;4;Personal;C;3250;14.72;0;0.11;N;16
43;125000;ALQUILER;4;Educacion;A;3250;7.49;0;0.03;N;16
45;35004;HIPOTECA;5;PagoDeudas;C;10000;;0;0.29;Y;17
40;35820;ALQUILER;0;GastosMedicos;B;3275;8.88;0;0.09;N;11
48;35004;HIPOTECA;14;Personal;A;3300;6.39;0;0.09;N;13
39;40000;ALQUILER;1;GastosMedicos;A;3300;;0;0.08;N;13
38;55000;ALQUILER;9;MejorasCasa;D;3325;16.89;0;0.06;N;14
41;35100;HIPOTECA;3;Educacion;A;4650;7.88;0;0.13;N;17
36;35256;HIPOTECA;5;MejorasCasa;A;5000;5.99;0;0.14;N;11
43;35300;HIPOTECA;5;GastosMedicos;B;10000;10.25;0;0.28;N;13
42;29000;ALQUILER;3;GastosMedicos;A;3450;8;0;0.12;N;17
36;16107;ALQUILER;1;Educacion;B;3500;10.36;1;0.22;N;14
38;20640;ALQUILER;2;GastosMedicos;C;3500;12.61;0;0.17;Y;16
42;35010;ALQUILER;4;GastosMedicos;C;3500;12.68;0;0.1;Y;16
39;36000;HIPOTECA;1;Personal;A;7125;7.9;0;0.2;N;12
44;37000;ALQUILER;0;GastosMedicos;C;3500;12.87;0;0.09;Y;13
43;36000;HIPOTECA;5;Empresa;B;5000;9.91;0;0.14;N;17
39;38400;ALQUILER;5;Educacion;C;3500;12.99;0;0.09;Y;15
41;39000;ALQUILER;2;Personal;C;3500;13.11;0;0.09;N;13
41;36000;HIPOTECA;5;Empresa;A;2500;7.9;0;0.07;N;12
36;36000;PROPIO;11;Empresa;A;15000;7.9;0;0.42;N;12
37;36000;HIPOTECA;5;PagoDeudas;A;12000;6.03;0;0.33;N;13
38;43000;ALQUILER;4;PagoDeudas;B;3500;11.83;0;0.08;N;12
48;36000;PROPIO;24;Empresa;A;8000;6.99;0;0.22;N;15
37;44000;ALQUILER;12;Empresa;C;3500;13.61;0;0.08;N;15
37;36000;HIPOTECA;7;Educacion;A;9000;7.49;0;0.25;N;17
36;53000;ALQUILER;1;Educacion;A;3500;9.32;0;0.07;N;17
38;36000;HIPOTECA;3;PagoDeudas;C;6000;13.99;0;0.17;N;16
44;30000;HIPOTECA;7;PagoDeudas;D;4500;15.62;1;0.15;N;15
44;36000;HIPOTECA;1;MejorasCasa;C;12000;13.99;0;0.33;N;12
40;10200;ALQUILER;;MejorasCasa;B;3550;11.49;1;0.35;N;15
39;30500;ALQUILER;3;Personal;A;3600;7.68;0;0.12;N;13
37;35496;ALQUILER;5;Empresa;B;3600;10.37;0;0.1;N;12
38;36000;HIPOTECA;14;Empresa;B;18000;10.38;0;0.5;N;13
44;36000;HIPOTECA;6;Educacion;A;1000;7.51;0;0.03;N;14
36;37200;ALQUILER;5;Educacion;C;11000;12.73;0;0.3;N;12
40;38000;ALQUILER;16;Empresa;B;11000;10.37;0;0.29;N;11
37;36000;HIPOTECA;21;Empresa;A;8000;7.88;0;0.22;N;15
41;48000;ALQUILER;0;GastosMedicos;A;11000;7.66;0;0.23;N;15
44;36000;HIPOTECA;0;Empresa;B;1000;11.48;0;0.03;N;15
39;42000;ALQUILER;0;Personal;D;11000;13.55;1;0.26;N;12
36;36000;HIPOTECA;0;Empresa;A;12000;9.63;0;0.33;N;15
46;60000;ALQUILER;12;PagoDeudas;B;11000;9.91;0;0.18;N;13
44;62000;ALQUILER;11;PagoDeudas;A;11000;8.07;0;0.18;N;16
37;63000;ALQUILER;2;PagoDeudas;B;11000;;0;0.17;N;16
44;61000;ALQUILER;2;PagoDeudas;D;11000;16.02;1;0.18;Y;15
43;70000;ALQUILER;23;Empresa;A;11000;7.29;0;0.16;N;16
38;36156;HIPOTECA;1;MejorasCasa;B;8500;12.21;0;0.24;N;16
38;108000;ALQUILER;6;MejorasCasa;C;11000;13.49;0;0.1;N;12
40;96050;ALQUILER;3;GastosMedicos;D;11000;16.77;1;0.1;N;16
37;47908;ALQUILER;3;Empresa;A;10950;5.99;0;0.23;N;13
36;55000;ALQUILER;6;MejorasCasa;B;10900;12.42;0;0.2;N;13
44;124800;ALQUILER;1;Personal;A;10875;7.14;0;0.09;N;14
39;38400;ALQUILER;5;Empresa;B;10850;10.99;0;0.28;N;14
44;35000;ALQUILER;4;PagoDeudas;B;10825;10.65;1;0.31;N;12
37;30000;ALQUILER;0;Educacion;B;10800;12.21;1;0.36;N;14
36;33000;ALQUILER;2;MejorasCasa;D;10800;14.96;1;0.33;Y;15
47;56004;ALQUILER;2;Empresa;B;10800;10.36;0;0.19;N;11
41;60000;ALQUILER;4;Personal;B;10800;10.74;0;0.18;N;11
41;69350;ALQUILER;5;Educacion;A;10800;5.42;0;0.16;N;13
38;70000;ALQUILER;3;PagoDeudas;B;10800;12.21;0;0.15;N;16
37;77000;ALQUILER;6;GastosMedicos;A;10800;7.14;0;0.14;N;17
39;119000;ALQUILER;2;Educacion;A;10800;7.49;0;0.09;N;13
37;41000;ALQUILER;3;Personal;D;10750;15.37;0;0.26;N;14
37;37000;HIPOTECA;7;Educacion;B;4000;10.59;0;0.11;N;12
41;37000;HIPOTECA;3;Educacion;C;6000;12.99;0;0.16;N;11
40;30000;ALQUILER;2;Empresa;B;10625;;1;0.35;N;17
40;117000;ALQUILER;4;MejorasCasa;B;10625;11.14;0;0.09;N;13
40;29000;ALQUILER;3;Personal;A;10500;7.51;1;0.36;N;16
36;37000;HIPOTECA;3;Personal;A;7000;6.91;0;0.19;N;13
38;51504;ALQUILER;3;Empresa;C;10500;12.53;0;0.2;N;17
47;37000;HIPOTECA;6;Personal;A;7400;8;0;0.2;N;13
43;36000;ALQUILER;4;Personal;A;10400;7.66;0;0.29;N;14
43;90000;ALQUILER;5;PagoDeudas;B;10400;11.49;0;0.12;N;14
37;42500;ALQUILER;1;GastosMedicos;A;3600;7.88;0;0.08;N;12
36;37400;HIPOTECA;2;Personal;B;6250;6;0;0.17;N;14
40;37440;HIPOTECA;3;Personal;B;10000;11.14;0;0.27;N;11
46;54250;ALQUILER;3;Personal;B;3600;10;0;0.07;N;14
45;37500;HIPOTECA;1;PagoDeudas;B;5000;11.49;0;0.13;N;16
39;60000;ALQUILER;1;Personal;A;3600;5.99;0;0.06;N;11
38;37500;OTRO;0;Educacion;C;12000;13.47;1;0.32;Y;16
36;37500;HIPOTECA;6;Empresa;A;10000;9.32;0;0.27;N;12
37;68480;ALQUILER;2;MejorasCasa;C;3600;15.23;0;0.05;Y;15
36;74000;ALQUILER;10;Educacion;D;3600;15.62;1;0.05;Y;12
41;31000;ALQUILER;5;GastosMedicos;E;3700;16.32;1;0.12;N;17
42;38000;HIPOTECA;9;GastosMedicos;A;6500;;0;0.17;N;14
46;140000;ALQUILER;12;Empresa;B;3725;;0;0.03;N;17
37;21600;ALQUILER;4;PagoDeudas;D;3800;;1;0.18;Y;13
50;36996;ALQUILER;6;PagoDeudas;C;3800;12.53;0;0.1;N;15
39;60000;ALQUILER;3;MejorasCasa;B;3800;10.37;0;0.06;N;14
36;54000;ALQUILER;14;Personal;C;3800;;1;0.07;N;15
42;32000;HIPOTECA;0;Personal;B;10000;10.59;1;0.31;N;12
36;85000;ALQUILER;3;GastosMedicos;A;3825;5.42;0;0.04;N;15
40;13273;ALQUILER;3;PagoDeudas;B;3850;9.99;1;0.29;N;12
37;78000;ALQUILER;0;Empresa;A;3900;;0;0.05;N;16
37;12360;ALQUILER;3;Educacion;B;4000;9.99;1;0.32;N;13
38;17600;ALQUILER;0;Personal;E;4000;16;1;0.23;N;11
45;19200;ALQUILER;1;Empresa;B;4000;10;1;0.21;N;15
50;19200;ALQUILER;2;Educacion;F;4000;;1;0.21;N;12
37;20800;ALQUILER;3;Empresa;F;4000;19.41;0;0.19;N;16
41;21600;ALQUILER;2;GastosMedicos;A;4000;7.51;0;0.19;N;14
37;22000;ALQUILER;2;GastosMedicos;B;4000;10;0;0.18;N;17
38;22000;ALQUILER;2;Empresa;C;4000;12.68;0;0.18;Y;12
41;24000;ALQUILER;2;PagoDeudas;D;4000;16.07;1;0.17;N;14
36;38208;HIPOTECA;2;Empresa;D;1500;;0;0.04;Y;15
45;38268;HIPOTECA;14;Personal;B;8400;12.18;0;0.22;N;11
42;26280;ALQUILER;2;PagoDeudas;B;4000;9.99;0;0.15;N;17
37;38400;HIPOTECA;4;Empresa;A;7000;7.9;0;0.18;N;13
36;27600;ALQUILER;1;GastosMedicos;B;4000;11.86;0;0.14;N;12
44;38400;HIPOTECA;4;Personal;A;6825;8.9;0;0.18;N;12
40;28800;ALQUILER;2;GastosMedicos;B;4000;10.74;0;0.14;N;15
37;29536;ALQUILER;2;GastosMedicos;B;4000;11.89;0;0.14;N;17
37;38400;HIPOTECA;1;PagoDeudas;A;2400;6.99;0;0.06;N;17
36;30000;ALQUILER;7;Educacion;B;4000;10.74;0;0.13;N;12
36;38400;PROPIO;5;Personal;A;10000;6.17;0;0.26;N;13
45;31200;ALQUILER;11;Personal;D;4000;14.96;0;0.13;Y;17
44;38400;HIPOTECA;9;MejorasCasa;A;2500;;0;0.07;N;17
44;32004;ALQUILER;4;Educacion;C;4000;14.35;0;0.12;N;13
39;38500;HIPOTECA;7;GastosMedicos;C;3500;13.98;0;0.09;Y;17
36;34000;ALQUILER;20;Empresa;D;4000;14.59;1;0.12;N;11
45;34800;ALQUILER;6;GastosMedicos;C;4000;13.49;0;0.11;N;15
36;38795;HIPOTECA;;MejorasCasa;B;2000;;0;0.05;N;13
36;30000;ALQUILER;0;Empresa;E;4000;17.99;1;0.13;N;15
44;36000;ALQUILER;6;Empresa;D;4000;15.2;0;0.11;N;12
43;39000;HIPOTECA;12;Empresa;B;8000;9.99;0;0.21;N;16
36;39000;HIPOTECA;8;Empresa;A;7000;5.79;0;0.18;N;17
36;33000;ALQUILER;2;Personal;B;4000;;1;0.12;N;17
43;39996;ALQUILER;1;Personal;B;4000;10.99;0;0.1;N;11
39;33996;ALQUILER;6;GastosMedicos;D;4000;;1;0.12;N;13
38;40000;ALQUILER;5;GastosMedicos;B;4000;11.49;0;0.1;N;12
47;39000;HIPOTECA;5;Educacion;A;5600;8.59;0;0.14;N;11
37;35000;ALQUILER;5;GastosMedicos;A;4000;9.32;1;0.11;N;16
46;33099;HIPOTECA;2;GastosMedicos;E;12000;;1;0.36;N;14
41;42000;ALQUILER;0;Empresa;C;4000;13.43;0;0.1;N;14
37;39480;PROPIO;4;Empresa;A;8000;8.49;0;0.2;N;13
41;43000;ALQUILER;2;GastosMedicos;C;4000;13.23;0;0.09;N;16
36;43000;ALQUILER;6;PagoDeudas;C;4000;13.92;0;0.09;Y;14
40;39500;PROPIO;0;Personal;A;10000;7.29;0;0.25;N;11
36;39520;PROPIO;14;Empresa;A;5000;5.79;0;0.13;N;16
37;49000;ALQUILER;0;GastosMedicos;B;4000;9.25;0;0.08;N;13
37;39600;HIPOTECA;17;MejorasCasa;A;6000;;0;0.15;N;17
37;39700;HIPOTECA;4;MejorasCasa;C;15000;13.23;0;0.38;Y;11
38;50000;ALQUILER;5;Empresa;A;4000;7.88;0;0.08;N;12
48;50004;ALQUILER;8;Educacion;A;4000;7.68;0;0.08;N;11
37;39960;PROPIO;21;Personal;A;5600;6.54;0;0.14;N;16
38;45000;ALQUILER;1;Educacion;B;4000;11.49;1;0.09;N;15
40;51000;ALQUILER;1;GastosMedicos;B;4000;11.12;0;0.08;N;14
42;39996;HIPOTECA;2;MejorasCasa;A;2500;5.42;0;0.06;N;12
45;55000;ALQUILER;1;Personal;A;4000;6.03;0;0.07;N;12
41;39996;HIPOTECA;8;Empresa;D;1200;15.21;0;0.03;N;16
37;61260;ALQUILER;6;Empresa;C;4000;14.82;0;0.07;Y;12
37;63000;ALQUILER;0;MejorasCasa;B;4000;;0;0.06;N;13
36;73000;ALQUILER;3;Personal;B;4000;11.12;0;0.05;N;16
38;74000;ALQUILER;21;PagoDeudas;B;4000;11.26;0;0.05;N;14
37;40000;HIPOTECA;13;Empresa;A;17500;7.9;0;0.44;N;12
41;75000;ALQUILER;15;Personal;D;4000;16.29;0;0.05;Y;12
49;86400;ALQUILER;0;GastosMedicos;C;4000;;0;0.05;N;17
36;76000;ALQUILER;2;PagoDeudas;E;4000;17.39;1;0.05;N;13
44;40000;HIPOTECA;8;Empresa;A;8000;6.62;0;0.2;N;13
40;28800;ALQUILER;3;Personal;C;4200;14.72;1;0.15;Y;16
39;40000;PROPIO;4;MejorasCasa;A;15000;5.42;0;0.38;N;13
46;50000;ALQUILER;0;GastosMedicos;B;4350;10.99;0;0.09;N;15
38;40000;PROPIO;6;GastosMedicos;A;9000;7.49;0;0.23;N;16
38;34000;HIPOTECA;14;Empresa;D;8000;15.62;1;0.24;N;11
36;40000;PROPIO;4;Empresa;B;14000;10.99;0;0.35;N;16
37;40000;HIPOTECA;2;GastosMedicos;B;16000;10.99;0;0.4;N;15
36;20004;ALQUILER;1;Empresa;B;4375;10.74;0;0.22;N;17
38;24000;ALQUILER;0;MejorasCasa;D;4400;14.09;1;0.18;N;14
37;53976;ALQUILER;;Empresa;D;4400;15.62;1;0.08;Y;11
36;40000;HIPOTECA;16;Educacion;D;4000;18.07;0;0.1;Y;14
36;40000;HIPOTECA;2;Educacion;A;6000;;0;0.15;N;15
36;40000;HIPOTECA;8;Educacion;A;6000;8.49;0;0.15;N;17
37;40000;PROPIO;16;MejorasCasa;B;5000;;0;0.13;N;12
38;40000;HIPOTECA;5;GastosMedicos;A;10000;5.99;0;0.25;N;17
39;40000;PROPIO;4;Empresa;B;1000;10.37;0;0.03;N;16
45;32000;ALQUILER;4;Personal;A;4500;7.51;0;0.14;N;12
46;35004;ALQUILER;0;Personal;C;4500;12.68;0;0.13;N;13
46;40000;HIPOTECA;8;Educacion;A;12000;6.91;0;0.3;N;11
44;35000;ALQUILER;3;PagoDeudas;D;4500;14.59;1;0.13;Y;11
38;42000;ALQUILER;2;GastosMedicos;A;4500;6.62;0;0.11;N;11
41;40000;HIPOTECA;5;GastosMedicos;B;1500;10.36;0;0.04;N;16
37;45600;ALQUILER;2;PagoDeudas;B;4500;11.86;0;0.1;N;16
43;50000;ALQUILER;0;Personal;B;4500;10.74;0;0.09;N;16
36;40000;PROPIO;2;Personal;A;5000;7.88;0;0.13;N;12
39;52000;ALQUILER;2;Empresa;B;4500;11.99;0;0.09;N;11
40;53000;ALQUILER;4;GastosMedicos;A;4500;6.03;0;0.08;N;16
38;65000;ALQUILER;4;MejorasCasa;C;4500;13.43;0;0.07;N;12
43;67000;ALQUILER;0;GastosMedicos;A;4500;5.42;0;0.07;N;13
39;84998;ALQUILER;5;Personal;B;4500;10.99;0;0.05;N;14
39;110000;ALQUILER;5;MejorasCasa;C;4500;13.49;0;0.04;N;11
50;35880;ALQUILER;0;GastosMedicos;C;4600;12.23;0;0.13;Y;13
38;42000;ALQUILER;0;PagoDeudas;B;4600;;0;0.11;N;16
41;45840;ALQUILER;5;Personal;B;4600;10.99;0;0.1;N;16
50;40000;PROPIO;4;MejorasCasa;A;8000;7.88;0;0.2;N;14
47;40000;HIPOTECA;0;Personal;A;6000;7.74;0;0.15;N;11
43;40000;HIPOTECA;3;GastosMedicos;B;18000;11.83;0;0.45;N;15
38;47004;ALQUILER;2;GastosMedicos;C;4775;;0;0.1;N;13
36;14004;ALQUILER;0;GastosMedicos;D;4800;15.28;1;0.34;N;15
38;40000;HIPOTECA;4;Personal;B;4000;12.21;0;0.1;N;13
39;24000;ALQUILER;0;PagoDeudas;A;4800;7.49;0;0.2;N;16
37;30960;ALQUILER;5;Empresa;B;4800;11.49;0;0.16;N;16
36;40000;PROPIO;0;Personal;A;5000;8;0;0.13;N;16
38;33600;ALQUILER;0;Empresa;A;4800;8.49;0;0.14;N;11
40;40008;PROPIO;20;Personal;B;12000;11.71;0;0.3;N;15
38;40246;HIPOTECA;7;MejorasCasa;A;12000;8.9;0;0.3;N;15
37;36000;ALQUILER;2;Personal;B;4800;10.75;0;0.13;N;14
38;40320;HIPOTECA;4;Educacion;D;15000;16.07;0;0.37;N;14
36;40000;ALQUILER;0;Empresa;B;4800;;0;0.12;N;15
46;40452;PROPIO;4;Educacion;B;4000;11.71;0;0.1;N;17
36;40500;HIPOTECA;5;Empresa;A;7475;5.42;0;0.18;N;13
37;40800;PROPIO;4;Personal;B;2875;11.99;0;0.07;N;14
37;40800;PROPIO;0;Empresa;C;4000;13.49;0;0.1;Y;14
36;40800;HIPOTECA;7;MejorasCasa;D;7200;16.32;0;0.18;Y;11
42;40800;HIPOTECA;5;PagoDeudas;A;10400;7.51;0;0.25;N;14
39;40800;PROPIO;0;MejorasCasa;A;3500;8.59;0;0.09;N;14
37;55000;ALQUILER;0;Empresa;A;4800;8.9;0;0.09;N;13
